nTimestamp,flow
0,2136
1,2133
2,2133
3,2133
4,2133
5,2136
6,2133
7,2133
8,2133
9,2136
10,2133
11,2133
12,2133
13,2133
14,2136
15,2133
16,2133
17,2133
18,2133
19,2136
20,2133
21,2133
22,2133
23,2133
24,2136
25,2133
26,2133
27,2133
28,2133
29,2133
30,2133
31,2133
32,2133
33,2136
34,2130
35,2133
36,2133
37,2133
38,2136
39,2130
40,2133
41,2133
42,2136
43,2130
44,2133
45,2133
46,2133
47,2136
48,2133
49,2133
50,2133
51,2136
52,2133
53,2130
54,2133
55,2133
56,2136
57,2133
58,2130
59,2133
60,2133
61,2136
62,2133
63,2133
64,2133
65,2133
66,2136
67,2133
68,2133
69,2133
70,2133
71,2136
72,2133
73,2133
74,2133
75,2136
76,2133
77,2133
78,2133
79,2136
80,2133
81,2133
82,2133
83,2136
84,2133
85,2133
86,2133
87,2133
88,2136
89,2133
90,2133
91,2133
92,2133
93,2133
94,2139
95,2136
96,2130
97,2133
98,2133
99,2136
100,2133
101,2133
102,2133
103,2133
104,2133
105,2133
106,2136
107,2133
108,2133
109,2133
110,2133
111,2133
112,2133
113,2136
114,2133
115,2133
116,2133
117,2133
118,2133
119,2133
120,2136
121,2130
122,2133
123,2133
124,2136
125,2133
126,2133
127,2133
128,2133
129,2133
130,2136
131,2133
132,2133
133,2133
134,2133
135,2136
136,2133
137,2133
138,2133
139,2133
140,2136
141,2133
142,2133
143,2133
144,2133
145,2136
146,2133
147,2133
148,2133
149,2133
150,2136
151,2133
152,2133
153,2133
154,2133
155,2133
156,2136
157,2133
158,2133
159,2133
160,2133
161,2133
162,2133
163,2133
164,2136
165,2133
166,2130
167,2133
168,2133
169,2136
170,2133
171,2133
172,2133
173,2130
174,2133
175,2133
176,2133
177,2133
178,2133
179,2133
180,2133
181,2133
182,2136
183,2133
184,2133
185,2133
186,2136
187,2133
188,2133
189,2133
190,2133
191,2136
192,2133
193,2133
194,2133
195,2136
196,2133
197,2133
198,2133
199,2133
200,2133
201,2136
202,2130
203,2133
204,2136
205,2133
206,2133
207,2133
208,2133
209,2133
210,2133
211,2136
212,2133
213,2133
214,2133
215,2133
216,2133
217,2133
218,2136
219,2133
220,2133
221,2133
222,2136
223,2133
224,2133
225,2136
226,2133
227,2133
228,2133
229,2133
230,2136
231,2133
232,2133
233,2133
234,2136
235,2133
236,2133
237,2133
238,2136
239,2133
240,2133
241,2133
242,2130
243,2136
244,2130
245,2133
246,2133
247,2136
248,2133
249,2133
250,2133
251,2133
252,2133
253,2136
254,2133
255,2133
256,2133
257,2136
258,2133
259,2133
260,2133
261,2133
262,2133
263,2133
264,2136
265,2136
266,2133
267,2133
268,2136
269,2133
270,2133
