nTimestamp,flow
0,1422
1,1422
2,1422
3,1422
4,1422
5,1424
6,1422
7,1422
8,1422
9,1422
10,1424
11,1422
12,1422
13,1422
14,1422
15,1420
16,1424
17,1420
18,1422
19,1422
20,1422
21,1424
22,1422
23,1420
24,1422
25,1422
26,1424
27,1420
28,1422
29,1422
30,1420
31,1422
32,1420
33,1420
34,1422
35,1420
36,1422
37,1422
38,1420
39,1422
40,1422
41,1422
42,1424
43,1422
44,1422
45,1422
46,1424
47,1422
48,1422
49,1422
50,1422
51,1422
52,1420
53,1418
54,1422
55,1424
56,1422
57,1422
58,1422
59,1424
60,1422
61,1422
62,1422
63,1422
64,1424
65,1422
66,1422
67,-100
68,1422
69,1424
70,1422
71,1422
72,1420
73,1424
74,1422
75,1422
76,1422
77,1422
78,1424
79,1418
80,1420
81,1422
82,1422
83,1424
84,1422
85,1422
86,1422
87,1420
88,1424
89,1422
90,1422
91,1422
92,1422
93,1422
94,1424
95,1422
96,1422
97,1422
98,1422
99,1422
100,1424
101,1422
102,1422
103,1422
104,1422
105,1422
106,1424
107,1422
108,1422
109,1422
110,1422
111,1422
112,1422
113,1424
114,1422
115,1422
116,1422
117,1422
118,1422
119,1422
120,1424
121,1422
122,1422
123,1420
124,1422
125,1424
126,1422
127,1422
128,1422
129,1424
130,1422
131,1422
132,1422
133,1422
134,1424
135,1422
136,1422
137,1422
138,1422
139,1422
140,1424
141,1422
142,1422
143,1422
144,1422
145,1424
146,1422
147,1422
148,1420
149,1422
150,1424
151,1422
152,1422
153,1422
154,1422
155,1422
156,1424
157,1422
158,1422
159,1422
160,1422
161,1422
162,1422
163,1422
164,1424
165,1420
166,1422
167,1422
168,1422
169,1424
170,1422
171,1420
172,1422
173,1422
174,1424
175,1418
176,1420
177,1422
178,1424
179,1422
180,1420
181,1422
182,1422
183,1424
184,1422
185,1422
186,1422
187,1422
188,1424
189,1422
190,1422
191,1422
192,1422
193,1424
194,1422
195,1422
196,1422
197,1422
198,1424
199,1422
200,1422
201,1420
202,1422
203,1422
204,1422
205,1422
206,1422
207,1422
208,1424
209,1422
210,1422
211,1422
212,1420
213,1422
214,1424
215,1422
216,1422
217,1422
218,1422
219,1422
220,1424
