nTimestamp,flow
0,1424
1,1422
2,1422
3,1422
4,1422
5,1424
6,1422
7,1422
8,1422
9,1422
10,1422
11,1424
12,1422
13,1422
14,1420
15,1422
16,1422
17,1424
18,1422
19,1422
20,1422
21,1422
22,1424
23,1422
24,1422
25,1422
26,1422
27,1422
28,1424
29,1422
30,1420
31,1422
32,1422
33,1422
34,1424
35,1422
36,1418
37,1422
38,1420
39,1424
40,1422
41,1422
42,1422
43,1422
44,1422
45,1420
46,1422
47,1422
48,1424
49,1422
50,1420
51,1422
52,1422
53,1418
54,1424
55,1422
56,1422
57,1422
58,1422
59,1424
60,1422
61,1422
62,1422
63,1420
64,1422
65,1422
66,1422
67,1420
68,1420
69,1424
70,1422
71,1422
72,1422
73,1422
74,1422
75,1424
76,1422
77,1422
78,1422
79,1422
80,1424
81,1422
82,1420
83,1422
84,1424
85,1422
86,1422
87,1422
88,1420
89,1424
90,1424
91,1418
92,1422
93,1422
94,1426
95,1428
96,1422
97,1422
98,1422
99,1422
100,1422
101,1420
102,1420
103,1424
104,1422
105,1422
106,1420
107,1422
108,1424
109,1422
110,1422
111,1420
112,1422
113,1420
114,1424
115,1422
116,1422
117,1420
118,1420
119,1422
120,1424
121,1422
122,1420
123,1420
124,1422
125,1422
126,1424
127,1422
128,1422
129,1422
130,1420
131,1422
132,1422
133,1422
134,1422
135,1420
136,1424
137,1422
138,1422
139,1422
140,1422
141,1422
142,1422
143,1422
144,1422
145,1422
146,1422
147,1422
148,1424
149,1422
150,1422
151,1422
152,1422
153,1422
154,1422
155,1422
156,1416
157,1422
158,1422
159,1422
160,1424
161,1422
162,1422
163,1422
164,1422
165,1424
166,1422
167,1422
168,1422
169,1420
170,1422
171,1424
172,1422
173,1422
174,1422
175,1422
176,1424
177,1422
178,1422
179,1420
180,1422
181,1422
182,1424
183,1422
184,1422
185,1422
186,1424
187,1422
188,1420
189,1420
190,1422
191,1424
192,1418
193,1422
194,1422
195,1422
196,1424
197,1420
198,1422
199,1422
200,1422
201,1424
202,1422
203,1422
204,1420
205,1422
206,1424
207,1422
208,1422
209,1422
210,1422
211,1422
212,1424
213,1422
214,1422
215,1420
216,1422
217,1422
218,1422
219,1422
220,1422
221,1422
222,1422
223,1420
224,1420
225,1420
226,1420
227,1424
228,1420
229,1422
230,1422
231,1422
232,1424
233,1422
234,1422
235,1422
236,1422
237,1422
238,1420
239,1422
240,1424
241,1420
242,1422
243,1422
244,1422
245,1422
246,1422
247,1420
248,1420
249,1422
250,1422
251,1420
252,1422
253,1420
254,1422
255,1422
256,1422
257,1424
258,1422
259,1418
260,1420
261,1422
262,1422
263,1422
264,1424
265,1426
266,1422
267,1420
268,1424
269,1422
270,1424
271,1422
272,1422
273,1422
274,1422
275,1422
276,1422
277,1422
278,1422
279,1422
280,1422
281,1420
282,1424
283,1422
284,1422
285,1422
286,1422
287,1422
288,1422
289,1422
290,1424
291,1422
292,1422
293,1422
294,1422
295,1420
296,1424
297,1422
298,1422
299,1422
300,1422
301,1424
302,1422
303,1422
304,1422
305,1422
306,1420
307,1422
308,1422
309,1422
310,1420
311,1422
312,1424
313,1422
314,1422
315,1422
316,1422
317,1420
318,1422
319,1422
320,1422
321,1420
322,1422
323,1420
324,1420
325,1420
326,1420
327,1422
328,1422
329,1422
330,1420
331,1420
332,1422
333,1422
334,1422
335,1422
336,1420
337,1422
338,1420
339,1422
340,1422
341,1422
342,1422
343,1420
344,1420
345,1422
346,1420
347,1424
348,1414
349,1422
350,1422
351,1422
352,1422
353,1422
354,1422
355,1422
356,1422
357,1422
358,1422
359,1422
360,1422
361,1418
362,1420
363,1422
364,1422
365,1422
366,1422
367,1420
368,1422
369,1422
370,1424
371,1422
372,1422
373,1422
374,1422
375,1422
376,1422
377,1422
378,1422
379,1264
380,1422
381,1422
382,1424
383,1422
384,1422
385,1422
386,1422
387,1422
388,1422
389,1422
390,1422
391,1422
392,1422
393,1422
394,1422
395,1422
396,1422
397,1422
398,1422
399,1422
400,1422
401,1422
402,1424
403,1422
404,1420
405,1420
406,1420
407,1424
408,1422
409,1422
410,1422
411,1422
412,1424
413,1420
414,1418
415,1420
416,1420
417,1424
418,1420
419,1420
420,1422
421,1422
422,1422
423,1422
424,1424
425,1420
426,1420
427,1418
428,1418
429,1424
430,1422
431,1420
432,1422
433,1422
434,1424
435,1422
436,1422
437,1422
438,1422
439,1418
440,1424
441,1422
442,1422
443,1422
444,1422
445,1420
446,1422
447,1422
448,1422
449,1420
450,1424
451,1418
452,1420
453,1418
454,1420
455,1424
456,1422
457,1420
458,1422
459,1422
460,1422
461,1422
462,1422
463,1422
464,1420
465,1420
466,1420
467,1420
468,1420
469,1420
470,1420
471,1424
472,1422
473,1422
474,1420
475,1422
476,1420
477,1422
478,1420
479,1418
480,1420
481,1424
482,1422
483,1422
484,1420
485,1420
486,1418
487,1424
488,1420
489,1418
490,1422
491,1422
492,1422
493,1424
494,1422
495,1422
496,1420
497,1424
498,1422
499,1422
500,1422
501,1422
502,1424
503,1420
504,1422
505,1420
506,1422
507,1424
508,1420
509,1422
510,1422
511,1422
512,1424
513,1416
514,1422
515,1422
516,1422
517,1422
518,1422
519,1422
520,1418
521,1422
522,1420
523,1422
524,1424
525,1422
526,1420
527,1420
528,1420
529,1424
530,1420
531,1418
532,1422
533,1420
534,1424
535,1420
536,1422
537,1422
538,1422
539,1424
540,1416
541,1422
542,1422
543,1420
544,1424
545,1422
546,1420
547,1422
548,1418
549,1424
550,1422
551,1422
552,1422
553,1420
554,1424
555,1422
556,1422
557,1418
558,1424
559,1422
560,1422
561,1420
562,1422
563,1418
564,1424
565,1418
566,1422
567,1420
568,1418
569,1420
570,1422
571,1422
572,1422
573,1422
574,1422
575,1422
576,1418
577,1422
578,1422
579,1422
580,1424
581,1420
582,1422
583,1422
584,1422
585,1424
586,1420
587,1422
588,1416
589,1422
590,1420
591,1418
592,1422
593,1422
594,1420
